연도,번호,구분,종목,업종,증권사,수요예측_경쟁률,밴드상단_초과비율,일반청약_경쟁률,의무확약비율_전,의무확약비율_후,유통주식수_비율,유통주식_비율_후,시가총액_억원,환매청구권,특이점,공모가,시초가,시초가_수익률,첫날_종가,종가_수익률,평균_매도가,수익률,수익금,세금_고려
2021,21,일반,자이언트스탭,메타버스,한국투자,1691.65,0.9643515673017824,2342.0,0.2442,0.4916,0.3086,,1037.0,,"높은 경쟁률
밴드상단 초과비율
높은 의무확약
낮은 유통비율(26%)
낮은 시총
핫한 업종",,22000.0,1.0,28600.0,0.3,31450.0,1.8590909090909091,40756.0,
2021,22,일반,앤시스,2차전지 설비,미래에셋,1467.73,0.9083870967741936,2574.0,0.2173,0.6471,0.2925,,1976.0,,"좋은 지표
핫한 업종
유통비율(18.5%)",,38000.0,1.0,31400.0,-0.1736842105263158,44000.0,1.3157894736842106,124494.0,
2021,23,일반,이삭엔지니어링,스마트팩토리,신한금융,1427.15,0.6073089700996678,2200.0,0.2073,0.4974,0.2473,,897.0,,"유통비율(16.5%)
신한금투 서버터짐",,23000.0,1.0,26150.0,0.1369565217391304,,,,
2021,24,일반,해성티피씨,감속기 제조,한국투자,1508.95,0.9713375796178344,2053.27,0.1605,0.3538,0.2115,,601.0,,"높은 경쟁률
낮은 시총
유통비율(11.1%)
공모가 상단초과",,26000.0,1.0,33800.0,0.3,33300.0,1.5615384615384615,40447.0,
2021,25,일반,쿠콘,데이터베이스,"삼성, 하나",1594.61,0.9550063371356148,1596.35,0.309,0.572,0.4105,,3580.0,,"비싼 공모가
높은 유통비율(34.7%)
높은 경쟁률",,80000.0,0.7777777777777778,65500.0,-0.18125,81425.0,0.8094444444444444,144933.0,
2021,26,일반,SK IET,2차전지 분리막,미래 외 4곳,1882.88,0.6280276816608996,288.17,0.632,0.646,0.24,,74862.0,,"대어
낮은 유통비율(13%)
높은 공모가(시총)",,210000.0,1.0,154500.0,-0.2642857142857143,176500.0,0.680952380952381,924140.0,
2021,27,일반,씨앤씨인터내셔널,화학제품,NH/삼성/대신,1029.14,0.3131557707828894,898.03,0.0528,0.1215,0.2429,,2806.0,,"낮은 경쟁률
지표는 별로
낮은 유통비율(22.3%)
PER 30배 수준",,47250.0,-0.0052631578947368,41150.0,-0.1291005291005291,51700.0,0.0884210526315789,16325.0,
2021,28,일반,샘씨엔에스,전자부품,대신증권,1537.67,0.8996372430471584,1104.29,0.2607,0.446,0.2724,,3263.0,,"공모가 상단 초과꽤 
실적대비 높은 시총
괜찮은 유통비율
(19.5%)
높은 경쟁률
괜찮은 의무확약",,6400.0,-0.0153846153846153,8320.0,0.3,6631.0,0.0201538461538461,3610.0,
2021,29,일반,삼영에스앤씨,부품,미래에셋,1762.39,0.8986442866365397,2392.85,0.1527,0.439,0.3553,,611.0,,"스몰캡
높은 수요예측
평범한 의무확약
평범한 유통물량",,22000.0,1.0,28600.0,0.3,,,,
2021,30,일반,제주맥주,맥주,대신증권,1356.43,0.8838977194194886,1748.25,0.0547,0.134,0.3216,,1791.0,,"평범한 지표
소소한 시가총액
적자기업
높은 청약경쟁률
최근 관심업종
(30.66%)",,4780.0,0.49375,4900.0,0.0251046025104602,5097.0,0.5928125,67527.0,
2021,31,일반,에이디엠코리아,CRO(임상수탁),하나금융,1515.98,0.9714100064977258,4689.8,0.1235,0.475,0.1989,,829.0,,"공모가 상단초과
스몰캡
높은 경쟁률
낮은 유통물량(14.03%)",,7600.0,1.0,9880.0,0.3,9656.470588235294,1.5411764705882351,99173.0,
2021,32,일반,엘비루셈,반도체 제조,"한투, KB",1419.23,0.6835839598997494,824.51,0.0448,0.1048,0.2439,,3444.0,,"낮은 의무확약
적은 유통물량(22.47%)",,18000.0,0.2857142857142857,,-1.0,18400.0,0.3142857142857143,8716.0,
2021,33,일반,라온테크,로봇제조,KB증권,1526.2,0.9452908587257618,779.1,0.089,0.251,0.5424,,879.0,,"코넥스이전
(25,000원)
스몰캡
유통물량 과다(54%)
낮은 의무확약",,20250.0,0.125,20500.0,0.0123456790123456,,,,
2021,34,일반,이노뎁,소프트웨어,하이투자,1573.93,0.7878542510121458,692.12,0.0605,0.2481,0.5478,,1251.0,,"유통물량 과다
낮은 의무확약
괜찮은 경쟁률",,22200.0,0.2333333333333333,18050.0,-0.1869369369369369,,,,
2021,35,일반,아모센스,"전장, IoT 부품",신한금융,116.79,0.1495601173020528,26.56,0.0257,,0.325,,1388.0,,"적자기업
밴드하단",,12250.0,-0.0120967741935483,15900.0,0.2979591836734694,,,,
2021,36,일반,오비고,소프트웨어,NH투자,1123.74,0.6396694214876033,1485.15,0.0768,,0.4827,,1613.0,,"공모가 상단
좋은지표가 없다",,19200.0,0.3426573426573426,20700.0,0.078125,,,,
2021,37,일반,에스디바이오센서,"진단키트, 대어","한투, NH",1143.76,0.2455003599712023,274.02,0.1245,0.315,0.3282,,53701.0,,"진단키트 대장
낮은 밴드초과비율
애매한 확약
소소한 유통물량(29.74%)",,57000.0,0.0961538461538461,61000.0,0.0701754385964912,60400.0,0.1615384615384615,74311.0,
2021,38,일반,큐라클,혈관치료제,삼성증권,1219.27,0.6327160493827161,1546.9,0.07228,0.1359,0.3891,,3339.0,,"전부 애매
의무확약 낮다
(39.3%)",,36500.0,0.46,30650.0,-0.1602739726027397,37350.0,0.494,61315.0,
2021,39,일반,맥스트,메타버스,하나금융,1587.01,0.9552147239263804,6762.75,0.3913,0.8135,0.3145,,1280.0,,"낮은 시총
높은 경쟁률
높은 의무확약
(28% 유통)",,30000.0,1.0,39000.0,0.3,67266.66666666667,3.4844444444444447,156327.0,
2021,40,일반,에브리봇,로봇청소기,NH투자,576.74,0.1709511568123393,,0.0067,,0.3434,,2237.0,,,,33050.0,-0.0994550408719346,30300.0,-0.0832072617246596,,,,
2021,41,일반,카카오뱅크,은행,KB증권,1732.83,0.3839232153569286,182.7,0.4528,0.5982,0.2685,,185289.0,,"높은 경쟁률
높은 확약비율
괜찮은 유통(22.5%)
너무 큰 시총",,53700.0,0.3769230769230769,69800.0,0.2998137802607076,53570.0,0.3735897435897436,332225.0,
2021,42,일반,에이치케이이노엔,제약,"한투, 삼증",1871.36,0.3294406883835279,388.9,0.1349,0.266,0.28,,17054.0,,"수요예측 좋다
시총이 다소 높다
의무확약 낮다
실적괜춘(870억)",,68100.0,0.1542372881355932,68500.0,0.0058737151248164,,,,
2021,43,일반,원티드랩,채용,한투,1503.91,0.656856606136506,1731.23,0.1077,0.4346,0.2591,,1646.0,,"수요예측 괜춘
시총 낮고
유통물량 적고
의무확약 살짝별로",,70000.0,1.0,91000.0,0.3,,,,
2021,44,일반,크래프톤,게임,,243.15,0.0950080515297906,7.79,0.2205,0.449,0.4025,,243512.0,,,,448500.0,-0.0993975903614457,454000.0,0.0122630992196209,,,,
2021,45,일반,플래티어,IT,"kb증권, 하나",1631.0,0.9251918158567776,2498.8,0.183,0.3033,0.2839,,909.0,,"수요예측 좋고
시총작고
유통물량 괜춘(24.5%)",,22000.0,1.0,28600.0,0.3,33900.0,2.081818181818182,68467.0,
2021,46,일반,딥노이드,의료AI,KB증권,1179.07,0.3494271685761047,834.9,0.0729,0.1339,0.4184,,1941.0,,"수요예측 다소나쁨
시총 애매
유통물량많아(43.9%)",,72000.0,0.7142857142857143,50400.0,-0.3,56800.0,0.3523809523809524,14670.0,
2021,47,일반,롯데렌탈,렌터카,"한국투자, NH",217.63,0.1115485564304462,65.81,0.1465,0.093,0.3149,,21614.0,,"수요예측 별로
확약 살짝별로
유통물량 쏘쏘(29.24%)
시총 꽤 높다",,57500.0,-0.0254237288135593,55500.0,-0.0347826086956521,,-1.0,,
2021,48,일반,아주스틸,철강,미래에셋,1776.9,0.6127450980392157,1419.73,0.1634,0.207,0.2291,,3994.0,,"수요예측 괜찮음
확약쏘쏘
유통물량 적음
(19.69%)
실적대비시총낮음",,30200.0,1.0,33500.0,0.1092715231788079,37727.77777777778,1.4985283296541576,202860.0,
2021,49,일반,브레인즈컴퍼니,소프트웨어,키움증권,1428.8,0.8321167883211679,1190.39,0.0893,0.4226,0.3442,,1027.0,,"시총 낮음
수요예측 쏘쏘
유통물량 쏘쏘
(29.9%)
확약 아쉽",,50000.0,1.0,65000.0,0.3,60400.0,1.416,35262.0,
2021,50,일반,바이젠셀,의약품,"대신, KB",1271.21,0.4393624393624393,886.2,0.1361,0.418,0.4658,,4970.0,,다 나쁨,,73500.0,0.3946869070208729,59500.0,-0.1904761904761904,62400.0,0.1840607210626186,9434.0,
2021,51,일반,일진하이솔루스,복합소재,"삼성, 미래, 대신",1471.01,0.8280571073867163,654.5,0.6152,0.777,0.24,,12455.0,,"수요예측 지표 좋다
유통물량만 더 줄면
(16.48%)",,68700.0,1.0029154518950438,89100.0,0.296943231441048,92530.0,1.697667638483965,578350.0,
2021,52,일반,에이비온,생명,미래,139.36,0.1142857142857142,30.66,0.043,0.0692,0.4521,,,,최악 패스,,16800.0,-0.0117647058823529,15700.0,-0.0654761904761904,,,,
2021,53,일반,와이엠텍,전기차 부품,KB증권,1696.19,0.9662576687116564,2939.57,0.3162,0.6828,0.4293,,1510.0,,"경쟁률 좋음
의무확약 좋음
유통물량 많다(37.61%)",,56000.0,1.0,59000.0,0.0535714285714285,65000.0,1.3214285714285714,36851.0,
2021,54,일반,SK리츠,리츠,"삼증, 한투",451.6,,552.0,0.2371,,,,,,일반 공모주와 다름,,5340.0,0.068,5780.0,0.0823970037453183,5370.952380952381,0.0741904761904761,7729.0,
2021,55,일반,현대중공업,조선,"한투, 미래, KB, 
하나, 삼증, 대신",1835.87,0.2982241273729332,405.5,0.531,0.603,0.1622,,53264.0,,"시총 크다
경쟁률 좋고
의무확약높고
유통물량 적고(9.5%)",,111000.0,0.85,111500.0,0.0045045045045045,122701.0,1.0450166666666667,501610.0,
2021,56,일반,바이오플러스,의약품,키움증권,1220.2,0.7794759825327511,1206.63,0.0781,0.4477,0.5005,,4381.9,,"경쟁률 쏘쏘
의무확약 별로
유통물량 많다
시총도 애매",,39500.0,0.2539682539682539,32450.0,-0.1784810126582278,,,,
2021,57,일반,실리콘투,상품도매,"미래, 삼증",1437.63,0.6996415770609319,1701.0,0.0837,0.1965,0.3593,,2728.0,,"경쟁률 괜춘
유통비율 괜춘(35.1%)
의무확약이 별로",,38500.0,0.4154411764705882,29000.0,-0.2467532467532467,,,,
2021,58,일반,원준,2차전지 장비,NH투자,1464.1,0.8294679399727148,1623.28,0.443,0.8145,0.3894,,3263.0,유,"환매청구권
경쟁률 좋다
의무확약 좋다
유통조금나쁨(27.2%)
시총조금나쁨
공모가 상단초과",,102000.0,0.5692307692307692,87000.0,-0.1470588235294117,110700.0,0.703076923076923,45446.0,
2021,59,일반,아스플로,반도체 소재,미래에셋,2142.7,0.8558338423946243,2818.0,0.1209,0.39,0.4274,,1111.0,,"공모가 상단초과
경쟁률 예술
스몰캡
의무확약 별로
유통물량 많음(39.7%)",,36000.0,0.44,28350.0,-0.2125,,,,
2021,60,일반,씨유테크,스마트폰 소재,대신,1565.03,0.9574607329842932,,0.1415,0.364,0.3208,,1059.0,,"좋은 경쟁률
괜찮은 유통물량(21.6%)
스몰캡
아쉬운 의무확약
상단초과",,12000.0,1.0,8400.0,-0.3,7040.0,0.1733333333333333,10101.0,
2021,61,일반,지아이텍,2차전지 소재,미래에셋,2068.17,0.8804100227790432,2968.36,0.2529,0.553,0.3087,,1102.0,,"스몰캡
유통물량 적음
(19.5%)
공모가 상단초과",,28000.0,1.0,36400.0,0.3,,,,
2021,62,일반,차백신연구소,생명공학,삼성증권,206.23,0.1080508474576271,42.16,0.0194,,0.3487,,2907.0,,"경쟁률 최악
의무보유 최악
공모가 하단",,11700.0,0.0636363636363636,13000.0,0.1111111111111111,,,,
2021,63,일반,지앤비에스엔지니어링,반도체 기계부품,삼성증권,1134.34,0.5028571428571429,1479.9,0.0438,,0.4812,,1246.0,,,,24000.0,0.3793103448275862,19200.0,-0.2,,,,
2021,64,일반,엔켐,2차전지 소재,"신한, 대신",1647.4,0.9105171411969784,1275.69,0.6445,0.8390000000000001,0.315,,6345.0,,"업종좋고
경쟁률 좋고
의무확약좋다
유통물량 좋다(24.9%)
시총 아쉽",,81600.0,0.9428571428571428,80000.0,-0.0196078431372549,79980.0,0.9042857142857142,188193.0,
2021,65,일반,카카오페이,페이,"삼성, 대신, 한투, 신한",1714.47,0.288673139158576,29.6,0.7044,0.59,0.3733,,117330.0,,"경쟁률 좋고
의무확약 예술
유통물량 아쉽
(34.6%)
시총 아쉽",,180000.0,1.0,193000.0,0.0722222222222222,189000.0,1.1,294579.0,
2021,66,일반,피코그램,정수기 필터,IBK투자,1472.19,0.6350900600400267,1520.35,0.1297,0.2095,0.3293,,382.0,,"기관 경쟁률 쏘쏘
유통물량 쏘쏘
(29.2%)
스몰캡
의무확약 별로",,25000.0,1.0,18600.0,-0.256,,,,
2021,67,일반,디어유,엔터,한국투자,2001.11,0.9319342030629608,1598.15,0.3746,0.8351,0.2572,,5239.0,,"경쟁률 좋고
의무확약 좋고
유통물량 좋고
(17.5%)
시총 아쉽",,52000.0,1.0,66500.0,0.2788461538461538,66275.0,1.5490384615384616,160483.0,
2021,68,일반,아이티아이즈,금융플랫폼,신한금투,1601.14,0.8251959011452682,633.61,0.0911,0.4373,0.2378,,855.0,,"경쟁률 괜춘
의무확약 아쉽
유통물량 좋다
-온니공모물량
(16.6%)
시총 좋다",,28600.0,1.0,20050.0,-0.2989510489510489,20900.0,0.4615384615384615,6552.0,
2021,69,일반,비트나인,그래프유,하나금융,1662.29,0.94884287454324,590.0,0.0597,0.3153,0.419,,1139.0,,"경쟁률 괜춘
시총작다
의무확약 나쁨
유통물량 나쁨
(37.3%)
밴드상단 초과",,15250.0,0.3863636363636363,11400.0,-0.2524590163934426,15400.0,0.4,4365.0,
2021,70,일반,지오엘리먼트,부품소재,NH투자,1613.84,0.9787671232876712,1537.0,0.1524,0.4609999999999999,0.236,,619.0,,"경쟁률 괜춘
유통물량 좋음
(16.4%)
시총 매우좋음
밴드상단 초과",,20000.0,1.0,15900.0,-0.205,22900.0,1.29,38542.0,
2021,71,일반,트윔,AI비전검사,대신증권,1627.34,0.9240430622009568,2266.84,0.3147,0.3628,0.315,,1596.0,,"경쟁률 괜춘
의무확약 갠춘
유통가능물량괜춘
(26.9%)
시총 괜찮음",,44000.0,1.0,41100.0,-0.0659090909090909,45100.0,1.05,91631.0,
2021,72,일반,알비더블유,엔터,미래에셋증권,1719.61,0.8923337091319054,3706.8,0.1598,0.472,0.3236,,1697.0,,"경쟁률 미침
의무확약 아쉽
유통물량 쏘쏘
(26.7%)
시가총액 쏘쏘",,42800.0,1.0,38950.0,-0.0899532710280373,49250.0,1.3014018691588785,83211.0,
2021,73,일반,케이티비네트워크,기타금융,한국투자,50.19,0.0987654320987654,327.26,0.0694,0.05,0.2,,5800.0,,"경쟁률 최악
시가총액 별로
의무확약 별로
유통물량 좋음",,6030.0,0.0396551724137931,5350.0,-0.1127694859038142,,,,
2021,74,일반,래몽래인,드라마제작,IBK투자,1545.68,0.9619289340101524,,0.1775,,0.4184,,937.0,,"경쟁률 괜춘
시가총액 좋음
유통물량 별로
상단 초과",,,-1.0,,,,,,
